specimen_id,dandiset,dandi_path,status,error_message,processing_time_s
770330029,000636,sub-770227957/sub-770227957_ses-770329854_icephys.nwb,already_exists,,2.7894973754882812e-05
770432758,000636,sub-770227957/sub-770227957_ses-770432738_icephys.nwb,already_exists,,2.8848648071289062e-05
770432825,000636,sub-770227957/sub-770227957_ses-770432788_icephys.nwb,already_exists,,2.7894973754882812e-05
770559860,000636,sub-770227957/sub-770227957_ses-770559733_icephys.nwb,already_exists,,3.0040740966796875e-05
770622754,000636,sub-770227957/sub-770227957_ses-770622741_icephys.nwb,already_exists,,3.0994415283203125e-05
774394292,000636,sub-774230643/sub-774230643_ses-774394206_icephys.nwb,already_exists,,2.8848648071289062e-05
783625419,000636,sub-783453365/sub-783453365_ses-783625394_icephys.nwb,already_exists,,2.8848648071289062e-05
783677233,000636,sub-783453365/sub-783453365_ses-783677214_icephys.nwb,already_exists,,2.7894973754882812e-05
783683319,000636,sub-783453365/sub-783453365_ses-783683300_icephys.nwb,already_exists,,3.0994415283203125e-05
785369576,000636,sub-783453365/sub-783453365_ses-785369493_icephys.nwb,no_sweeps_found,plot_data produced no SVG output,1.4219861030578613
786434165,000636,sub-786359945/sub-786359945_ses-786434144_icephys.nwb,already_exists,,0.00021886825561523438
786447528,000636,sub-786359945/sub-786359945_ses-786447500_icephys.nwb,already_exists,,4.100799560546875e-05
786474395,000636,sub-786359945/sub-786359945_ses-786474369_icephys.nwb,already_exists,,3.3855438232421875e-05
793395012,000636,sub-793165711/sub-793165711_ses-793394883_icephys.nwb,already_exists,,3.266334533691406e-05
793406223,000636,sub-793165711/sub-793165711_ses-793406131_icephys.nwb,already_exists,,3.695487976074219e-05
793428612,000636,sub-793165711/sub-793165711_ses-793428505_icephys.nwb,already_exists,,3.409385681152344e-05
793439698,000636,sub-793165711/sub-793165711_ses-793439465_icephys.nwb,already_exists,,3.409385681152344e-05
793461202,000636,sub-793165711/sub-793165711_ses-793461054_icephys.nwb,already_exists,,3.1948089599609375e-05
793601869,000636,sub-793165711/sub-793165711_ses-793601795_icephys.nwb,already_exists,,3.886222839355469e-05
793604806,000636,sub-793165711/sub-793165711_ses-793604699_icephys.nwb,already_exists,,3.0040740966796875e-05
793650494,000636,sub-793165711/sub-793165711_ses-793650421_icephys.nwb,already_exists,,3.409385681152344e-05
793689903,000636,sub-793165711/sub-793165711_ses-793689834_icephys.nwb,already_exists,,3.0040740966796875e-05
794171773,000636,sub-793165711/sub-793165711_ses-794171529_icephys.nwb,already_exists,,2.8848648071289062e-05
794208287,000636,sub-793165711/sub-793165711_ses-794207904_icephys.nwb,already_exists,,2.8133392333984375e-05
794266309,000636,sub-793165711/sub-793165711_ses-794266248_icephys.nwb,already_exists,,2.9802322387695312e-05
794295982,000636,sub-793165711/sub-793165711_ses-794295941_icephys.nwb,already_exists,,3.2901763916015625e-05
794333856,000636,sub-793165711/sub-793165711_ses-794333838_icephys.nwb,already_exists,,3.0994415283203125e-05
794336381,000636,sub-793165711/sub-793165711_ses-794336361_icephys.nwb,already_exists,,3.266334533691406e-05
797954068,000636,sub-797676582/sub-797676582_ses-797953286_icephys.nwb,already_exists,,3.0994415283203125e-05
798009057,000636,sub-797676582/sub-797676582_ses-798008836_icephys.nwb,already_exists,,3.0994415283203125e-05
798049371,000636,sub-797676582/sub-797676582_ses-798048902_icephys.nwb,already_exists,,3.1948089599609375e-05
798146244,000636,sub-797676582/sub-797676582_ses-798146020_icephys.nwb,already_exists,,3.719329833984375e-05
798199100,000636,sub-797676582/sub-797676582_ses-798199041_icephys.nwb,already_exists,,3.3855438232421875e-05
798210021,000636,sub-797676582/sub-797676582_ses-798209948_icephys.nwb,already_exists,,2.8133392333984375e-05
798297403,000636,sub-797676582/sub-797676582_ses-798297332_icephys.nwb,already_exists,,2.9802322387695312e-05
798321613,000636,sub-797676582/sub-797676582_ses-798321505_icephys.nwb,already_exists,,2.9802322387695312e-05
798332264,000636,sub-797676582/sub-797676582_ses-798332188_icephys.nwb,already_exists,,3.218650817871094e-05
855932150,000636,sub-854418264/sub-854418264_ses-855931880_icephys.nwb,already_exists,,3.814697265625e-05
872139724,000636,sub-867677402/sub-867677402_ses-872139487_icephys.nwb,already_exists,,3.218650817871094e-05
880361489,000636,sub-879881396/sub-879881396_ses-880361454_icephys.nwb,already_exists,,3.075599670410156e-05
906781486,000636,sub-902323111/sub-902323111_ses-906781170_icephys.nwb,already_exists,,3.0994415283203125e-05
925551021,000636,sub-925115441/sub-925115441_ses-925550764_icephys.nwb,already_exists,,3.0040740966796875e-05
954262091,000636,sub-949398083/sub-949398083_ses-954261962_icephys.nwb,already_exists,,3.1948089599609375e-05
1069682267,000636,sub-1068001195/sub-1068001195_ses-1069681999_icephys.nwb,already_exists,,3.0994415283203125e-05
1069699813,000636,sub-1068001195/sub-1068001195_ses-1069699788_icephys.nwb,already_exists,,2.9087066650390625e-05
1069706722,000636,sub-1068001195/sub-1068001195_ses-1069706289_icephys.nwb,already_exists,,2.6941299438476562e-05
1069738388,000636,sub-1068001195/sub-1068001195_ses-1069738009_icephys.nwb,already_exists,,3.409385681152344e-05
1069754457,000636,sub-1068001195/sub-1068001195_ses-1069754067_icephys.nwb,already_exists,,2.9802322387695312e-05
1069767325,000636,sub-1068001195/sub-1068001195_ses-1069767138_icephys.nwb,already_exists,,3.0040740966796875e-05
1079573757,000636,sub-1078812471/sub-1078812471_ses-1079573610_icephys.nwb,already_exists,,3.0994415283203125e-05
1080588741,000636,sub-1078812471/sub-1078812471_ses-1080588510_icephys.nwb,already_exists,,2.9087066650390625e-05
1080613758,000636,sub-1078812471/sub-1078812471_ses-1080613603_icephys.nwb,already_exists,,2.9802322387695312e-05
1086233130,000636,sub-1084222307/sub-1084222307_ses-1086233100_icephys.nwb,already_exists,,2.9087066650390625e-05
1086237060,000636,sub-1084222307/sub-1084222307_ses-1086237033_icephys.nwb,already_exists,,3.0994415283203125e-05
1104092251,000636,sub-1102847412/sub-1102847412_ses-1104092216_icephys.nwb,already_exists,,3.0040740966796875e-05
1079568285,000636,sub-1078812471/sub-1078812471_ses-1079568103_icephys.nwb,already_exists,,2.9802322387695312e-05
797048104,000636,sub-793165711/sub-793165711_ses-797047730_icephys.nwb,already_exists,,2.7894973754882812e-05
